rank,doc_id,filename,tier_final,comp_final,robust_t1,avg_score_carefirst,avg_score_ai_governance,avg_score_intersection,avg_score_evidentiary,intersection_clipped,contested,comp_claude,tier_claude,comp_gpt,tier_gpt,original_path
616,08f78211cb979fa358812a738e3277cde986d2d1cb19fc6d2e4b090c1059fa11,2022-11-15_174488_Public_Comment_Correspondence_22-4138_174488.pdf,2,4.35,False,10.0,1.5,2.5,4.0,False,False,3.6,2,5.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-11-15_174488_Public_Comment_Correspondence_22-4138_174488.pdf
617,1feedab7bc5bfb4cda4889751ccbc3849f31f92202657abc3652f2df0365a5b3,2025-07-29_07-29-25_Board_Meeting_Transcript_1189244.pdf,2,4.35,False,4.0,4.0,3.5,7.5,False,True,0.9,4,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-07-29_07-29-25_Board_Meeting_Transcript_1189244.pdf
618,27e553fb406b18655d6c710b9433424b4a8d4e2070375e9366539b5dd44b1e48,2024-12-17_197753_Board_Letter_24-5564_197753.pdf,2,4.35,False,4.0,5.5,3.5,5.0,False,True,1.6,3,7.1,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-17_197753_Board_Letter_24-5564_197753.pdf
619,36e33e137fa08e4044855f7e9e238aa11b777f8ad002358c38ef33f48da5882c,2026-02-10_212787_Revised_motion_by_Supervisor_Horvath_26-1076_212787.pdf,2,4.35,False,8.5,3.5,1.5,5.5,False,False,5.65,2,3.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-10_212787_Revised_motion_by_Supervisor_Horvath_26-1076_212787.pdf
620,5c351557d7acd1cb3e524303ab0c816ca9c60a02e474c89877d98a19a884e24a,2025-06-03_203506_Board_Letter_25-2896_203506.pdf,2,4.35,False,3.5,3.0,5.0,6.5,False,False,3.65,2,5.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203506_Board_Letter_25-2896_203506.pdf
621,62ee5f6abe3ea5c7cd26d4c0f56240c63151edbcef57140a3998b149ec93a83a,2025-12-09_Statement_of_Proceedings_for_1292025_1198215.pdf,2,4.35,False,5.5,4.0,3.5,5.0,False,True,1.05,3,7.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-12-09_Statement_of_Proceedings_for_1292025_1198215.pdf
622,b570aa995bc097e923f728ed526c30cb62d80533cfdd4f40fd4b6e4c314ac618,2022-05-17_168799_PROB_22-1821_168799.pdf,2,4.35,False,8.5,2.0,1.5,8.0,False,False,5.55,2,3.15,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-05-17_168799_PROB_22-1821_168799.pdf
623,b8562188a32df53074e23a10405ce5e27d91c8a6246754460b3d7d0654a4632f,2021-11-02_162928_Public_Comment_21-4137_162928.pdf,2,4.35,False,5.5,2.5,3.5,7.5,False,False,5.45,2,3.25,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-11-02_162928_Public_Comment_21-4137_162928.pdf
624,d14b476979ef4d2cdd9a677917856b7a2490f2282b0a9bcc62cee37efdeb0d7a,2025-11-04_209374_Motion_by_Supervisor_Horvath_25-0858_209374.pdf,2,4.35,False,8.5,2.0,3.0,4.5,False,True,6.1,1,2.6,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-11-04_209374_Motion_by_Supervisor_Horvath_25-0858_209374.pdf
625,e7e2a36a46c8367a33fc1b7865d0e3e901af34c343ef6126aa7b10c6c332c11d,2021-04-20_157568_CEO_Memo_21-1715b_157568.pdf,2,4.35,False,3.5,5.5,3.0,7.0,False,False,3.05,3,5.65,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-04-20_157568_CEO_Memo_21-1715b_157568.pdf
626,07c0c0eabb26e0684719426f2220130bef1184b94915df1344d16fb94f2be0fa,2024-09-10_194931_Board_Letter_24-3619_194931.pdf,2,4.35,False,2,10,3,2,False,False,4.35,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_194931_Board_Letter_24-3619_194931.pdf
627,94e13dcca39f5b5e609a7367bbc5190cbf6a81dbf5d2edfa17fc4e0d2ecea75c,2020-05-12_145559_SKMRT_Motion_20-2421_145559.pdf,2,4.325,False,7.0,2.0,4.0,4.5,True,False,5.0,2,4.7,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-05-12_145559_SKMRT_Motion_20-2421_145559.pdf
628,6483a0589e17536fcfe1cbf9757714faedaeb8f3f5adb3b27f5f09c1f6754336,2025-02-11_207670_Family_and_Social_Services_Cluster_Agenda_25-0008_207670.pdf,2,4.325,False,7.0,1.0,3.0,8.5,True,False,5.75,2,3.6,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-11_207670_Family_and_Social_Services_Cluster_Agenda_25-0008_207670.pdf
629,a3833c098e03a4df0c96b9ef67a5b74414e68f0914f4e840e233856278649274,2023-02-07_177882_Report_23-0687_177882.pdf,2,4.325,False,2.5,4.0,4.5,7.5,True,False,4.95,2,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-02-07_177882_Report_23-0687_177882.pdf
630,11e4e9933c7f53982ea5672aea7e4f173e957897579de42df5c8c9b1a5478eeb,2025-07-01_204634_Motion_by_Supervisor_Solis_25-3545_204634.pdf,2,4.325,False,6.0,2.5,3.5,6.5,False,False,5.15,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-07-01_204634_Motion_by_Supervisor_Solis_25-3545_204634.pdf
631,1aecbad4a2fac9adf414d169c3b6375872625d532c3e9f6ef5cf4bbe75d23dfa,2025-09-09_09-09-25_Board_Meeting_Transcript_C_1191724.pdf,2,4.325,False,4.5,4.0,3.5,6.5,False,True,1.0,3,7.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-09-09_09-09-25_Board_Meeting_Transcript_C_1191724.pdf
632,29a038eafb60ca12b086a98c5e95be0597a1dc0b7be4c008f0b7bbb7d4aba2f1,2025-12-02_210112_Report_24-5636_210112.pdf,2,4.325,False,6.0,2.5,3.5,6.5,False,False,4.75,2,3.9,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-12-02_210112_Report_24-5636_210112.pdf
633,308030fbf97d178b7e55836792159bfc1c0023922fd73e5b7046661202fc2938,2022-01-25_165452_PROB_Board_Letter_22-0393_165452.pdf,2,4.325,False,3.0,6.0,2.5,8.0,False,False,3.4,3,5.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-01-25_165452_PROB_Board_Letter_22-0393_165452.pdf
634,498079384cdf1ca6077dd2a8746d4e113eea93700f810c817c6d9d0ca246ed05,2023-06-06_Statement_of_Proceedings_for_662023_1143841.pdf,2,4.325,False,4.5,4.0,3.5,6.5,False,True,5.95,2,2.7,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2023-06-06_Statement_of_Proceedings_for_662023_1143841.pdf
635,591183bb6c2b418602b34854cb02b4a00fbfe3f7acea26e21985853362b9776b,2025-07-08_Statement_of_Proceedings_for_782025_1188772.pdf,2,4.325,False,5.0,4.0,4.0,4.5,False,True,1.85,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-07-08_Statement_of_Proceedings_for_782025_1188772.pdf
636,66fae7ed0045067f62666b3e5168060a9da484171a33cd70c5fce5d0af99d057,2020-03-10_144704_Report_31020_20-1630_144704.pdf,2,4.325,False,6.0,3.0,2.5,8.0,False,False,4.6,2,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-03-10_144704_Report_31020_20-1630_144704.pdf
637,6dade74ff634a3c2d0541dadd1ab019d4cebdf180a46603b6b1fe072d5cf9e5b,2020-07-21_147223_Public_CommentCorrespondence_20-1494_147223.pdf,2,4.325,False,7.0,4.0,3.0,3.5,False,True,7.0,1,1.65,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-07-21_147223_Public_CommentCorrespondence_20-1494_147223.pdf
638,769151a306baa5da9c8dbf09a4c46398f3d0dfbc52864d903d44dc72e7b72df0,2025-04-15_201708_Board_Letter_25-1897_201708.pdf,2,4.325,False,2.0,7.0,2.5,8.0,False,True,2.55,3,6.1,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-15_201708_Board_Letter_25-1897_201708.pdf
639,94012e823d973a05842392a9b619891e06da4f67001cc7982fe24cc9c44fb459,2022-10-18_173785_Substitute_motion_by_Supervisor_Mitchell_22-3808_8e17ec22-f6ad-4b55-8df5-17d90f8163ef.pdf,2,4.325,False,9.0,1.5,2.5,5.5,False,False,4.55,2,4.1,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-10-18_173785_Substitute_motion_by_Supervisor_Mitchell_22-3808_8e17ec22-f6ad-4b55-8df5-17d90f8163ef.pdf
640,98feddb0dba8d50b23db55b0361d33f482cf2667e7ac358e5c9a14da88e6b790,2024-12-17_198109_Board_Letter_24-5758_198109.pdf,2,4.325,False,5.0,5.5,2.5,5.5,False,True,2.0,3,6.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-17_198109_Board_Letter_24-5758_198109.pdf
641,a2cc74a174db9f6184ada6bbf936215bbde474c7cfd0d4ccd48708859d873e1f,2021-02-23_153894_Report_21-0637_153894.pdf,2,4.325,False,3.0,6.5,3.0,6.0,False,True,1.9,3,6.75,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-02-23_153894_Report_21-0637_153894.pdf
642,aa4f249ef9de9bf959c3fb3cbb646566bfabcb344e55315397f49a418d79e31d,2024-06-04_191917_Certified_Ordinance_24-1641_191917.pdf,2,4.325,False,3.5,4.5,3.0,8.5,False,False,3.6,2,5.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-04_191917_Certified_Ordinance_24-1641_191917.pdf
643,e3b23a6f0dd6a5ff616bb66526953b2692e09e1f4d7705b9971a5e74c70eb1d1,2026-02-12_Youre_The_Chair_-_Com_Networking_Summit_-_2-12-2026_YoureTheChair.pdf,2,4.325,False,4.0,5.0,4.0,4.5,False,True,7.6,1,1.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-02-12_Youre_The_Chair_-_Com_Networking_Summit_-_2-12-2026_YoureTheChair.pdf
644,f203556dd9c6a17f704882c75c2f7e8510cf53666952e2d40aaf7ded7fe0df6c,2021-07-27_160375_Revised_Motion_by_Supervisors_HLS_and_HJM_21-2983_160375.pdf,2,4.325,False,5.0,3.0,4.5,5.0,False,False,4.3,2,4.35,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-27_160375_Revised_Motion_by_Supervisors_HLS_and_HJM_21-2983_160375.pdf
645,51ba7b106422c00efe084cb8dd7196cfe1a38bdb2e9950f841e018f849b28bd7,2023-07-25_182633_Motion_by_Supervisor_Mitchell_23-2649_182633.pdf,2,4.3,False,3,3,5,7,True,False,5.0,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-07-25_182633_Motion_by_Supervisor_Mitchell_23-2649_182633.pdf
646,08b5bd29ad64408204f3b59a5e4741eb58cd769503d8519ea7085d6ed1df52de,2025-01-14_199407_Revised_motion_by_Supervisors_Barger_and_Horvath_25-0395_199407.pdf,2,4.3,False,3.0,8.0,2.5,4.5,False,True,2.45,3,6.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-14_199407_Revised_motion_by_Supervisors_Barger_and_Horvath_25-0395_199407.pdf
647,0c72d01fe4baea999da90168b9b9a737ed2fe53fab85b42216c6d7986df5a8aa,2025-01-14_199090_Board_Letter_25-0207_199090.pdf,2,4.3,False,4.0,5.5,4.0,3.5,False,True,2.5,3,6.1,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-14_199090_Board_Letter_25-0207_199090.pdf
648,0e18c344fb021c356b3173939c53bb75292c51c4081ed73f7297a93513807e19,2024-12-03_197795_Board_Letter_24-5582_197795.pdf,2,4.3,False,4.0,4.0,2.5,9.5,False,False,4.65,2,3.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-03_197795_Board_Letter_24-5582_197795.pdf
649,0f9ff0493534a769f356c1631e5740634ab572680bb97217827b3bb1ed82e0b6,2024-10-08_196166_Public_CommentCorrespondence_24-4501_196166.pdf,2,4.3,False,4.0,6.0,3.0,5.0,False,True,1.55,3,7.05,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-10-08_196166_Public_CommentCorrespondence_24-4501_196166.pdf
650,16d21eb294afa3abc177e2a1bf530cc0514139f895e4019f6ffd711752df0182,2025-06-17_203966_Board_Letter_25-3074_203966.pdf,2,4.3,False,2.0,7.5,2.5,7.0,False,False,2.8,3,5.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-17_203966_Board_Letter_25-3074_203966.pdf
651,22fc25ab1d97f153877bed29ba5eff9a2d1763c3f946ee9ef0afdc7af87da954,2024-06-04_192666_SOP_24-1871_192666.pdf,2,4.3,False,7.5,2.0,2.5,7.0,False,False,3.75,2,4.85,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-06-04_192666_SOP_24-1871_192666.pdf
652,3c2f12a77844bbee6ab7a07f05476e30b5c3a871d2574c389d12716843f613c4,2023-07-25_182741_Revised_motion_by_Supervisors_Mitchell_and_Horvath_23-2649_182741.pdf,2,4.3,False,3.5,5.5,2.0,9.0,False,False,4.35,2,4.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-07-25_182741_Revised_motion_by_Supervisors_Mitchell_and_Horvath_23-2649_182741.pdf
653,5dcd29b35eb363d91bae35bdbe8b7c2b61f69dff61a5cf719ec4c973a2deb45a,2024-05-07_191259_Report_24-1689_191259.pdf,2,4.3,False,5.5,4.0,4.0,3.5,False,False,4.4,2,4.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-05-07_191259_Report_24-1689_191259.pdf
654,6eb1b790a4ba75d76f7ee4b3bdc5991897d4a1caead87e8d6664bd19932e33d9,2025-04-01_201121_Public_CommentCorrespondence_25-1377_201121.pdf,2,4.3,False,7.0,2.5,4.0,3.5,False,False,5.0,2,3.6,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-01_201121_Public_CommentCorrespondence_25-1377_201121.pdf
655,78231673799089b5742dad50aec97024571922d642a53fbf24fc659a7a92e29e,2024-05-07_191191_Revised_motion_by_Supervisor_Horvath_24-1692_191191.pdf,2,4.3,False,1.0,9.5,2.0,6.5,False,False,3.6,2,5.0,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-05-07_191191_Revised_motion_by_Supervisor_Horvath_24-1692_191191.pdf
656,9b6cfd73a9c8a35787bf7a91777384d3440e6e5150025e5f5afc9c8858324581,2022-06-28_169970_Board_Letter_22-2337_169970.pdf,2,4.3,False,1.5,8.5,1.5,8.5,False,False,3.3,3,5.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-06-28_169970_Board_Letter_22-2337_169970.pdf
657,a089c5001de12fbc6cf023377025324ea1cbfbfaae5b9c075d9c813fd27bc4fa,2025-06-03_203394_Board_Letter_25-2898_203394.pdf,2,4.3,False,5.0,3.5,3.0,7.5,False,False,2.8,3,5.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203394_Board_Letter_25-2898_203394.pdf
658,a1cb2dff405cb559bb28cf3e46b8dbaf3fbdda09ff3c0fdc0b13f4d7c9265c89,2023-08-08_183022_Board_Letter_23-2807_183022.pdf,2,4.3,False,7.0,1.5,3.0,7.5,False,False,5.35,2,3.25,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-08-08_183022_Board_Letter_23-2807_183022.pdf
659,bad04516c2927b03f9bb2d0447b12bdf78bb73ae8d47b8f6babc81c272d297ed,2026-02-03_Statement_of_Proceedings_for_232026_1202067.pdf,2,4.3,False,5.0,3.5,3.0,7.5,False,True,1.8,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2026-02-03_Statement_of_Proceedings_for_232026_1202067.pdf
660,bf5f257705c088930eb222fce628849a1691a9106f09b4f34d5d0322125a27b1,2025-04-08_201521_Board_Letter_25-1745_201521.pdf,2,4.3,False,1.5,7.5,3.5,5.5,False,True,2.05,3,6.55,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-04-08_201521_Board_Letter_25-1745_201521.pdf
661,ce22c974eb4663d06879a8749817746a70f59fe5c6c02ae5d6f2b5fe3af3d464,2024-04-09_190332_Report_24-1334_190332.pdf,2,4.3,False,4.5,3.5,4.0,6.0,False,True,7.55,1,1.05,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-04-09_190332_Report_24-1334_190332.pdf
662,dd18b830901fc5b8eca24160503e253becbe71fad7a29bb5be2ffb495dd0b516,2023-10-17_185185_Motion_by_Supervisor_Hahn_23-3844_185185.pdf,2,4.3,False,6.5,2.5,2.0,9.0,False,False,3.65,2,4.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-10-17_185185_Motion_by_Supervisor_Hahn_23-3844_185185.pdf
663,dfe0d4a0a09294165c50d3ecca6f01c50668cde5e8d6b9e4ef0ec45722958668,2022-02-15_166177_DCFS_22-0736_166177.pdf,2,4.3,False,5.5,2.0,3.5,8.0,False,False,5.7,2,2.9,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2022-02-15_166177_DCFS_22-0736_166177.pdf
664,edc8aa8ad8c387165dc9f3c9c04ee7268b3a338b99bda05b86af022bc34cfd42,2024-12-17_198436_Board_Letter_24-5888_198436.pdf,2,4.3,False,6.0,5.0,2.5,4.5,False,True,2.65,3,5.95,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-12-17_198436_Board_Letter_24-5888_198436.pdf
665,f50bcbebacb702c581cf083674a460028ffc22523f99a9d867c2c95b20155179,2025-01-07_199487_SOP_25-0187_199487.pdf,2,4.3,False,6.0,2.5,4.5,4.0,False,True,6.25,1,2.35,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-01-07_199487_SOP_25-0187_199487.pdf
666,f7aa695fd4b734df5d0f0e82d768a6957c9a292f13b67c0ab27bc2878c8390ed,2025-02-11_208944_Community_Services_Cluster_Meeting_Transcript_25-0008_208944.pdf,2,4.3,False,4.5,3.5,4.0,6.0,False,False,3.4,3,5.2,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-02-11_208944_Community_Services_Cluster_Meeting_Transcript_25-0008_208944.pdf
667,3be386a71e39b7c3fcbbb7ede741967224b9945f57cc55d5854448452ee245fc,2020-07-07_146909_Public_Comment_20-3274_146909.pdf,2,4.3,False,9,2,1,8,False,False,4.3,2,,,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-07-07_146909_Public_Comment_20-3274_146909.pdf
668,899e1b100acac53eaac9a6a2c1252a3bd308401f002c439e7867a0d42d3303b4,2023-11-07_185414_Board_Letter_23-3963_185414.pdf,2,4.3,False,2,5,3,10,False,False,,,4.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-11-07_185414_Board_Letter_23-3963_185414.pdf
669,6a9f6da18d712b66c06f61fa8fae1276fa14b3d6cf360a62cc8addc8c89d4053,2025-06-17_204125_Board_Letter_25-3003_204125.pdf,2,4.275,False,3.5,2.5,4.5,8.0,True,False,4.45,2,4.8,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-17_204125_Board_Letter_25-3003_204125.pdf
670,4ccfc465edd16bb69b397270d149041b6b590e7d84ac9f0936585fcdbe2ca7ee,2025-04-08_04-08-25_Board_Meeting_Transcript_1181593.pdf,2,4.275,False,4.0,4.0,3.5,7.0,False,True,0.75,4,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-04-08_04-08-25_Board_Meeting_Transcript_1181593.pdf
671,6e12579ae4d2ac89ba172bf638dc15657b162ae7452c9148f1075fc39187143e,2025-10-21_208999_Public_CommentCorrespondence_25-5759_208999.pdf,2,4.275,False,6.5,5.0,2.5,3.5,False,True,6.7,1,1.85,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-10-21_208999_Public_CommentCorrespondence_25-5759_208999.pdf
672,7d5e3aa6c1811f44ed8e41c2e044da97d984d9d80fe41608759f37fa8b539028,2024-09-24_195624_Revised_motion_by_Supervisors_Mitchell_and_Hahn_24-4137_195624.pdf,2,4.275,False,7.0,4.0,2.0,5.5,False,False,5.45,2,3.1,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-24_195624_Revised_motion_by_Supervisors_Mitchell_and_Hahn_24-4137_195624.pdf
673,8c54ce0af118c809762da8f898ad47a01bbdbbedce2d2ea6b0b80639549e0069,2025-02-04_199631_Board_Letter_25-0565_199631.pdf,2,4.275,False,4.5,6.5,2.0,5.5,False,True,1.9,3,6.65,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-04_199631_Board_Letter_25-0565_199631.pdf
674,a750110672b90e50dcc3939f0c4ed8885a19186e6449a22847f30f9d93da4ac1,2025-06-17_06-17-25_Board_Meeting_Transcript_1186543.pdf,2,4.275,False,4.0,4.0,3.5,7.0,False,True,0.75,4,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-06-17_06-17-25_Board_Meeting_Transcript_1186543.pdf
675,bf8c301ca1626c4ec0f8a1791bf4fd191371a61786f26ebd52f574583f7b2737,2025-07-15_205215_Motion_by_Supervisor_Solis_and_Horvath_Exempt_From_Cluster_25-3937_205215.pdf,2,4.275,False,8.0,0.5,2.5,8.5,False,False,4.5,2,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-07-15_205215_Motion_by_Supervisor_Solis_and_Horvath_Exempt_From_Cluster_25-3937_205215.pdf
676,cf16e420aa2bf1df5ce2326ade2903058acf3a759ff89c270682f163a5f0607e,2025-07-08_07-08-25_Board_Meeting_Transcript_C_1188009.pdf,2,4.275,False,4.0,4.0,3.5,7.0,False,True,0.75,4,7.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_analysis_docs\2025-07-08_07-08-25_Board_Meeting_Transcript_C_1188009.pdf
677,ea05226d10a89a0f7bad9f7d6672946b27c9d09e6e7158fba03f0715b81cfaf4,2021-07-13_160101_Report_71321_21-2832_160101.pdf,2,4.275,False,5.5,3.5,3.0,6.5,False,True,1.75,3,6.8,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-13_160101_Report_71321_21-2832_160101.pdf
678,ab6fc6f98d6feaf0b0dbbbec519215045b13304c6b72df7463a3b8cfbc4c14e8,2025-05-06_204318_Report_25-2177_204318.pdf,2,4.25,False,5.5,1.5,3.5,8.5,True,False,4.2,2,5.35,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-05-06_204318_Report_25-2177_204318.pdf
679,a2884a2ce5811e4909750d4b51fa9d217da80ed0475223814c5644a94b4ab554,2025-02-21_200531_Youth_Development_Presentation_25-1129_200531.pdf,2,4.25,False,10.0,1.0,3.0,3.0,True,False,5.7,2,3.5,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-02-21_200531_Youth_Development_Presentation_25-1129_200531.pdf
680,a52c0767c2cb24745cab1ddc41198d4d9becd6030a846da0e2f4d1c72a7f6c99,2020-06-09_146411_HS-SK_Revised_motion_20-3036_146411.pdf,2,4.25,False,5.5,2.5,4.5,4.5,True,False,5.15,2,4.05,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-06-09_146411_HS-SK_Revised_motion_20-3036_146411.pdf
681,14b690066bc02c9025762f67e57af6c80a1889808e08d53b7304f32ee891946a,2026-03-03_212999_Board_Letter_26-1216_212999.pdf,2,4.25,False,2.0,4.0,4.0,9.0,True,False,4.6,2,4.25,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2026-03-03_212999_Board_Letter_26-1216_212999.pdf
682,caac9f72156ef648aad24380fd5dc1b17bc354963719e4c0fd94ddcb84731365,2021-11-30_164079_Report_21-4606_164079.pdf,2,4.25,False,7.0,1.0,3.0,8.0,True,False,4.3,2,4.55,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-11-30_164079_Report_21-4606_164079.pdf
683,0684160842979d8212f089496c3aeed37bf57f7c541c00d5037189495f6ccf67,2020-09-29_149155_PC_LINKS_20-5160_149155.pdf,2,4.25,False,8.5,2.0,2.5,5.0,False,False,5.65,2,2.85,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-09-29_149155_PC_LINKS_20-5160_149155.pdf
684,0e1222c124ab41f0271dce89bd16b797595bee5741e80f06986f5bddfa5a5149,2021-07-13_159914_Public_Comment_21-2821_159914.pdf,2,4.25,False,5.5,2.5,4.5,4.5,False,False,4.2,2,4.3,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2021-07-13_159914_Public_Comment_21-2821_159914.pdf
685,2a802a6f5e179be1b7d770f52c802522f81d0f9f3b2a8fed21e64ebbaf364203,2024-09-10_195173_Revised_motion_by_Supervisors_Solis_and_Hahn_24-3771_195173.pdf,2,4.25,False,6.5,4.0,2.5,5.0,False,False,4.75,2,3.75,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2024-09-10_195173_Revised_motion_by_Supervisors_Solis_and_Hahn_24-3771_195173.pdf
686,49c8694b1d9f2c2087dd3e4557d736d9be24ec5f1a9c553cb503989b5abc5c8d,2023-12-19_186027_Board_Letter_23-4220_186027.pdf,2,4.25,False,4.5,4.0,2.0,9.5,False,True,1.35,3,7.15,1,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_186027_Board_Letter_23-4220_186027.pdf
687,6e4015524f4ca6b0822a1b537295af20980756ab56c558898a229e7e0e89ad0f,2023-12-19_186536_Board_Letter_23-4422_186536.pdf,2,4.25,False,2.0,5.5,4.0,6.5,False,False,5.35,2,3.15,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2023-12-19_186536_Board_Letter_23-4422_186536.pdf
688,788c38953b718a545b791806b7299080b85ed442d583ffa275ff7aa876258a23,2020-03-31_144838_Public_Comment_20-1993_144838.pdf,2,4.25,False,5.0,5.0,3.5,3.5,False,True,6.8,1,1.7,3,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2020-03-31_144838_Public_Comment_20-1993_144838.pdf
689,7a7b41cc4cc53726046e64e33e4e561dad73a4391755345b2bebddbd5baed247,2025-06-03_203272_Board_Letter_25-2868_203272.pdf,2,4.25,False,3.5,3.5,3.5,8.5,False,False,2.75,3,5.75,2,C:\Users\Matheus.Ligeiro\scrap_page\lacounty_keyword_docs\2025-06-03_203272_Board_Letter_25-2868_203272.pdf
